"","DATE","TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","UNIQUE KEY","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5","YEAR","MONTH","MDAY","WDAY","YDAY","TOTAL_YDAY","severity"
"1",2018-11-03,14:34:00,"QUEENS","11354",40.769096,-73.833664,"(40.769096, -73.833664)","FARRINGTON STREET","31 ROAD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4013263,"Pick-up Truck",NA,NA,NA,NA,2018,11,3,7,307,310,"Fatal"
"2",2018-11-03,21:42:00,NA,NA,40.75458,-73.99915,"(40.75458, -73.99915)","10 AVENUE",NA,NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,4014731,"Bus",NA,NA,NA,NA,2018,11,3,7,307,310,"Fatal"
"3",2018-10-31,21:16:00,"MANHATTAN","10033",40.848682,-73.939224,"(40.848682, -73.939224)","FORT WASHINGTON AVENUE","WEST 178 STREET",NA,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,4011711,"Sedan","Motorcycle",NA,NA,NA,2018,10,31,4,304,310,"Fatal"
"4",2018-10-31,22:38:00,NA,NA,40.62391,-74.16741,"(40.62391, -74.16741)","SOUTH AVENUE",NA,NA,0,1,0,0,0,0,0,1,"Illnes",NA,NA,NA,NA,4011723,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,10,31,4,304,310,"Fatal"
"5",2018-10-27,23:15:00,NA,NA,40.745293,-73.9985,"(40.745293, -73.9985)","WEST 23 STREET",NA,NA,1,1,0,1,0,0,1,0,"Unsafe Speed","Unspecified","Unspecified","Unspecified",NA,4009057,"Station Wagon/Sport Utility Vehicle","Taxi","Taxi","Taxi",NA,2018,10,27,7,300,310,"Fatal"
"6",2018-10-21,00:57:00,NA,NA,40.73376,-73.93743,"(40.73376, -73.93743)","REVIEW AVENUE",NA,NA,0,1,0,0,0,0,0,1,"Unsafe Speed",NA,NA,NA,NA,4004026,"Sedan",NA,NA,NA,NA,2018,10,21,1,294,310,"Fatal"
"7",2018-10-20,16:41:00,"QUEENS","11355",40.745304,-73.82595,"(40.745304, -73.82595)","MAIN STREET","58 AVENUE",NA,0,1,0,0,0,0,0,1,"Lost Consciousness",NA,NA,NA,NA,4003874,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,10,20,7,293,310,"Fatal"
"8",2018-10-19,10:45:00,"BROOKLYN","11204",40.613335,-73.99277,"(40.613335, -73.99277)","19 AVENUE","73 STREET",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,4003356,"E SCO","Box Truck",NA,NA,NA,2018,10,19,6,292,310,"Fatal"
"9",2018-10-18,21:40:00,"BROOKLYN","11206",40.70664,-73.94818,"(40.70664, -73.94818)",NA,NA,"331       LORIMER STREET",0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,4002934,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,10,18,5,291,310,"Fatal"
"10",2018-10-18,07:28:00,"BROOKLYN","11228",40.624477,-74.00819,"(40.624477, -74.00819)",NA,NA,"1161      71 STREET",0,1,0,0,0,0,0,1,"Lost Consciousness","Unspecified",NA,NA,NA,4002768,"Van","Sedan",NA,NA,NA,2018,10,18,5,291,310,"Fatal"
"11",2018-10-15,22:29:00,"MANHATTAN","10128",40.786545,-73.95256,"(40.786545, -73.95256)","EAST 96 STREET","PARK AVENUE",NA,3,1,0,0,0,0,2,1,"Unspecified","Unspecified",NA,NA,NA,4001393,"Utili","Motorcycle",NA,NA,NA,2018,10,15,2,288,310,"Fatal"
"12",2018-10-14,01:25:00,NA,NA,40.690975,-73.753815,"(40.690975, -73.753815)","197 STREET",NA,NA,0,1,0,0,0,0,0,1,"Unsafe Speed","Unspecified",NA,NA,NA,3999808,"Station Wagon/Sport Utility Vehicle","Motorcycle",NA,NA,NA,2018,10,14,1,287,310,"Fatal"
"13",2018-10-11,20:04:00,NA,NA,40.5839,-73.93874,"(40.5839, -73.93874)","NOSTRAND AVENUE",NA,NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3998712,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,10,11,5,284,310,"Fatal"
"14",2018-10-11,06:45:00,"BROOKLYN","11213",40.66955,-73.94497,"(40.66955, -73.94497)","EASTERN PARKWAY","BROOKLYN AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3997948,"Garbage or Refuse",NA,NA,NA,NA,2018,10,11,5,284,310,"Fatal"
"15",2018-10-10,17:27:00,NA,NA,NA,NA,NA,"QUEENSBORO BRIDGE LOWER",NA,NA,0,1,0,0,0,0,0,1,"Passing or Lane Usage Improper","Unspecified",NA,NA,NA,3997406,"Motorcycle","Box Truck",NA,NA,NA,2018,10,10,4,283,310,"Fatal"
"16",2018-10-07,16:00:00,NA,NA,40.71333,-73.842705,"(40.71333, -73.842705)","GREENWAY SOUTH",NA,NA,0,1,0,0,0,0,0,1,"Lost Consciousness","Unspecified",NA,NA,NA,3995906,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA,2018,10,7,1,280,310,"Fatal"
"17",2018-10-06,13:24:00,"BROOKLYN","11206",40.70547,-73.95024,"(40.70547, -73.95024)","BROADWAY","UNION AVENUE",NA,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3995987,"Motorcycle","Sedan",NA,NA,NA,2018,10,6,7,279,310,"Fatal"
"18",2018-10-05,15:20:00,"MANHATTAN","10075",40.776318,-73.962135,"(40.776318, -73.962135)","MADISON AVENUE","EAST 79 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3994362,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,10,5,6,278,310,"Fatal"
"19",2018-10-03,10:38:00,"MANHATTAN","10011",40.73988,-73.99872,"(40.73988, -73.99872)","WEST 16 STREET","7 AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3993193,"Pick-up Truck",NA,NA,NA,NA,2018,10,3,4,276,310,"Fatal"
"20",2018-10-02,11:45:00,"QUEENS","11004",40.73832,-73.70374,"(40.73832, -73.70374)","HILLSIDE AVENUE","265 STREET",NA,0,1,0,0,0,0,0,1,"Illnes","Unspecified",NA,NA,NA,3992083,"Station Wagon/Sport Utility Vehicle","Beverage Truck",NA,NA,NA,2018,10,2,3,275,310,"Fatal"
"21",2018-10-02,23:10:00,NA,NA,40.64207,-73.93037,"(40.64207, -73.93037)","AVENUE D",NA,NA,0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,NA,3992791,"Sedan",NA,NA,NA,NA,2018,10,2,3,275,310,"Fatal"
"22",2018-09-30,16:08:00,NA,NA,40.830402,-73.837654,"(40.830402, -73.837654)","HUTCHINSON RIVER PARKWAY",NA,NA,1,1,0,0,0,0,1,1,"Unsafe Lane Changing","Unspecified",NA,NA,NA,3992030,"Station Wagon/Sport Utility Vehicle","Motorcycle",NA,NA,NA,2018,9,30,1,273,310,"Fatal"
"23",2018-09-30,20:19:00,NA,NA,40.895195,-73.88012,"(40.895195, -73.88012)","JEROME AVENUE",NA,NA,0,1,0,0,0,0,0,1,"Failure to Keep Right","Unspecified","Unspecified","Unspecified","Unspecified",3992025,"Sedan","Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",2018,9,30,1,273,310,"Fatal"
"24",2018-09-30,02:32:00,NA,NA,40.881958,-73.816605,"(40.881958, -73.816605)","HUTCHINSON RIVER PARKWAY",NA,NA,1,1,0,0,0,0,1,1,"Unsafe Speed","Unspecified",NA,NA,NA,3991719,"Sedan","Sedan",NA,NA,NA,2018,9,30,1,273,310,"Fatal"
"25",2018-09-27,14:49:00,"BROOKLYN","11214",40.603275,-73.99606,"(40.603275, -73.99606)","86 STREET","21 AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3989133,"Concrete Mixer",NA,NA,NA,NA,2018,9,27,5,270,310,"Fatal"
"26",2018-09-27,16:24:00,NA,NA,NA,NA,NA,"WILLIAMSBURG BRIDGE INNER ROADWA",NA,NA,0,1,0,0,0,0,0,1,"Unsafe Speed","Unspecified","Unspecified",NA,NA,3989764,"Motorcycle","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,2018,9,27,5,270,310,"Fatal"
"27",2018-09-25,05:55:00,"BRONX","10473",40.81983,-73.841934,"(40.81983, -73.841934)","RANDALL AVENUE","ZEREGA AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3987339,NA,NA,NA,NA,NA,2018,9,25,3,268,310,"Fatal"
"28",2018-09-25,07:15:00,"QUEENS","11434",40.690685,-73.78161,"(40.690685, -73.78161)","LINDEN BOULEVARD","168 STREET",NA,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,3987400,NA,NA,NA,NA,NA,2018,9,25,3,268,310,"Fatal"
"29",2018-09-22,16:18:00,NA,NA,40.668976,-73.90668,"(40.668976, -73.90668)",NA,NA,"STONE AVENUE",5,1,0,0,0,0,5,1,"Unsafe Speed","Turning Improperly",NA,NA,NA,3985715,"Motorcycle","Sedan",NA,NA,NA,2018,9,22,7,265,310,"Fatal"
"30",2018-09-22,04:30:00,NA,NA,NA,NA,NA,"CLEARVIEW EXPRESSWAY","WILLETS POINT BOULEVARD",NA,0,1,0,0,0,0,0,1,"Unsafe Speed",NA,NA,NA,NA,3985761,"Sedan",NA,NA,NA,NA,2018,9,22,7,265,310,"Fatal"
"31",2018-09-21,23:22:00,"BROOKLYN","11209",40.617897,-74.02931,"(40.617897, -74.02931)","5 AVENUE","92 STREET",NA,0,1,0,0,0,0,0,1,"Lost Consciousness","Unspecified",NA,NA,NA,3986977,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,NA,2018,9,21,6,264,310,"Fatal"
"32",2018-09-20,19:24:00,NA,NA,40.624104,-73.9177,"(40.624104, -73.9177)","RALPH AVENUE",NA,NA,1,1,0,1,0,0,1,0,"Unspecified",NA,NA,NA,NA,3986975,"Sedan",NA,NA,NA,NA,2018,9,20,5,263,310,"Fatal"
"33",2018-09-20,20:00:00,"MANHATTAN","10003",40.72919,-73.98724,"(40.72919, -73.98724)","EAST 9 STREET","2 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3984822,"Sedan",NA,NA,NA,NA,2018,9,20,5,263,310,"Fatal"
"34",2018-09-20,05:51:00,"QUEENS","11421",40.69366,-73.85217,"(40.69366, -73.85217)","WOODHAVEN BOULEVARD","JAMAICA AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3984425,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,9,20,5,263,310,"Fatal"
"35",2018-09-18,09:35:00,NA,NA,40.66392,-73.79111,"(40.66392, -73.79111)","NASSAU EXPRESSWAY",NA,NA,0,1,0,0,0,0,0,1,"Illnes",NA,NA,NA,NA,3983109,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,9,18,3,261,310,"Fatal"
"36",2018-09-17,12:10:00,NA,NA,40.694,-73.92351,"(40.694, -73.92351)","EVERGREEN AVENUE",NA,NA,0,1,0,0,0,0,0,1,"Traffic Control Disregarded","Unspecified",NA,NA,NA,3982829,"Motorcycle","Taxi",NA,NA,NA,2018,9,17,2,260,310,"Fatal"
"37",2018-09-17,21:20:00,NA,NA,40.743137,-73.915855,"(40.743137, -73.915855)","ROOSEVELT AVENUE",NA,NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3983309,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,9,17,2,260,310,"Fatal"
"38",2018-09-16,08:37:00,"QUEENS","11354",40.769283,-73.82445,"(40.769283, -73.82445)","PARSONS BOULEVARD","32 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3981443,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,9,16,1,259,310,"Fatal"
"39",2018-09-15,04:58:00,NA,NA,40.787506,-73.9383,"(40.787506, -73.9383)","FDR DRIVE",NA,NA,0,1,0,0,0,0,0,1,"Unsafe Lane Changing","Unspecified","Unspecified",NA,NA,3980927,"Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,2018,9,15,7,258,310,"Fatal"
"40",2018-09-14,09:21:00,NA,NA,NA,NA,NA,"PELHAM PARKWAY","EASTCHESTER ROAD",NA,0,1,0,1,0,0,0,0,"Alcohol Involvement","Unspecified",NA,NA,NA,3980661,"Sedan","Sedan",NA,NA,NA,2018,9,14,6,257,310,"Fatal"
"41",2018-09-13,09:43:00,NA,NA,40.76912,-73.95505,"(40.76912, -73.95505)","EAST 74 STREET",NA,NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3980123,"CONCR",NA,NA,NA,NA,2018,9,13,5,256,310,"Fatal"
"42",2018-09-11,21:42:00,NA,NA,40.633606,-73.91623,"(40.633606, -73.91623)","FLATLANDS AVENUE",NA,NA,3,1,0,0,0,0,3,1,"Illnes","Unspecified","Unspecified",NA,NA,3980752,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,2018,9,11,3,254,310,"Fatal"
"43",2018-09-10,04:54:00,NA,NA,40.826622,-73.930984,"(40.826622, -73.930984)","MAJOR DEEGAN EXPRESSWAY",NA,NA,0,1,0,1,0,0,0,0,"Unsafe Speed","Unspecified",NA,NA,NA,3978574,"Taxi","Tractor Truck Diesel",NA,NA,NA,2018,9,10,2,253,310,"Fatal"
"44",2018-09-09,05:07:00,NA,NA,40.757877,-73.85952,"(40.757877, -73.85952)","NORTHERN BOULEVARD","110 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,3978573,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,9,9,1,252,310,"Fatal"
"45",2018-09-06,20:34:00,NA,NA,40.76975,-73.96061,"(40.76975, -73.96061)","EAST 72 STREET",NA,NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3975606,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,9,6,5,249,310,"Fatal"
"46",2018-09-05,20:07:00,"BROOKLYN","11214",40.608128,-73.98738,"(40.608128, -73.98738)","STILLWELL AVENUE","BAY PARKWAY",NA,1,1,0,1,0,0,1,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3974758,"Bus",NA,NA,NA,NA,2018,9,5,4,248,310,"Fatal"
"47",2018-09-04,07:38:00,"BRONX","10472",40.831512,-73.877,"(40.831512, -73.877)","EAST 172 STREET","MANOR AVENUE",NA,1,1,0,0,0,0,1,1,"Unspecified","Unspecified",NA,NA,NA,3975191,"Moped","Bus",NA,NA,NA,2018,9,4,3,247,310,"Fatal"
"48",2018-09-03,11:55:00,"QUEENS","11354",40.76471,-73.830696,"(40.76471, -73.830696)","LINDEN PLACE","35 AVENUE",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3972979,"Pick-up Truck",NA,NA,NA,NA,2018,9,3,2,246,310,"Fatal"
"49",2018-09-03,02:29:00,NA,NA,40.835873,-73.8699,"(40.835873, -73.8699)","CROSS BRONX EXPY",NA,NA,0,1,0,1,0,0,0,0,"Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Pedestrian/Bicyclist/Other Pedestrian Error/Confusion",NA,NA,NA,3972891,"Sedan","Sedan",NA,NA,NA,2018,9,3,2,246,310,"Fatal"
"50",2018-09-02,15:21:00,"QUEENS","11368",40.73929,-73.85288,"(40.73929, -73.85288)","108 STREET","WALDRON STREET",NA,0,1,0,0,0,0,0,1,"Passing or Lane Usage Improper","Failure to Yield Right-of-Way",NA,NA,NA,3972837,"Sedan","Motorcycle",NA,NA,NA,2018,9,2,1,245,310,"Fatal"
"51",2018-09-01,16:24:00,"BRONX","10457",40.846825,-73.89705,"(40.846825, -73.89705)","BATHGATE AVENUE","EAST TREMONT AVENUE",NA,0,1,0,0,0,1,0,0,"Driver Inattention/Distraction","Unspecified","Unspecified",NA,NA,3973645,"Station Wagon/Sport Utility Vehicle","Bike","Station Wagon/Sport Utility Vehicle",NA,NA,2018,9,1,7,244,310,"Fatal"
"52",2018-08-22,00:10:00,NA,NA,40.57281,-73.99916,"(40.57281, -73.99916)","SURF AVENUE",NA,NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3965498,"Convertible",NA,NA,NA,NA,2018,8,22,4,234,310,"Fatal"
"53",2018-08-20,20:39:00,"BRONX","10465",40.82,-73.81061,"(40.82, -73.81061)","THROGS NECK EXPRESSWAY","WISSMAN AVENUE",NA,1,1,0,0,0,0,1,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3964624,"Station Wagon/Sport Utility Vehicle","Open Body",NA,NA,NA,2018,8,20,2,232,310,"Fatal"
"54",2018-08-20,23:15:00,"BROOKLYN","11205",40.690544,-73.95859,"(40.690544, -73.95859)","DE KALB AVENUE","KENT AVENUE",NA,0,1,0,0,0,0,0,1,"Lost Consciousness","Unspecified","Unspecified","Unspecified",NA,3964989,"Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan","Station Wagon/Sport Utility Vehicle",NA,2018,8,20,2,232,310,"Fatal"
"55",2018-08-19,19:53:00,NA,NA,40.842514,-73.871544,"(40.842514, -73.871544)","MORRIS PARK AVENUE",NA,NA,0,1,0,0,0,0,0,1,"Driver Inexperience",NA,NA,NA,NA,3967309,"Motorcycle",NA,NA,NA,NA,2018,8,19,1,231,310,"Fatal"
"56",2018-08-19,22:23:00,"QUEENS","11432",40.72419,-73.790886,"(40.72419, -73.790886)","UTOPIA PARKWAY","80 DRIVE",NA,0,1,0,0,0,0,0,1,"Unsafe Speed",NA,NA,NA,NA,3965198,"Motorcycle",NA,NA,NA,NA,2018,8,19,1,231,310,"Fatal"
"57",2018-08-19,06:38:00,"BRONX","10452",40.842335,-73.91223,"(40.842335, -73.91223)","GRAND CONCOURSE","HAWKSTONE STREET",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction",NA,NA,NA,NA,3964794,"Taxi",NA,NA,NA,NA,2018,8,19,1,231,310,"Fatal"
"58",2018-08-18,23:19:00,"BRONX","10469",40.87746,-73.853745,"(40.87746, -73.853745)","LACONIA AVENUE","EAST 215 STREET",NA,1,1,0,0,0,0,1,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3964340,"Station Wagon/Sport Utility Vehicle","Motorscooter",NA,NA,NA,2018,8,18,7,230,310,"Fatal"
"59",2018-08-18,04:27:00,NA,NA,40.72839,-73.83302,"(40.72839, -73.83302)","VAN WYCK EXPWY",NA,NA,5,1,0,0,0,0,5,1,"Unsafe Speed","Unsafe Speed","Unspecified","Unspecified","Unspecified",3963555,"Sedan","Sedan","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","Sedan",2018,8,18,7,230,310,"Fatal"
"60",2018-08-14,16:52:00,"BROOKLYN","11237",40.706367,-73.925354,"(40.706367, -73.925354)",NA,NA,"1177A     FLUSHING AVENUE",0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3961152,"Box Truck",NA,NA,NA,NA,2018,8,14,3,226,310,"Fatal"
"61",2018-08-14,06:33:00,NA,NA,40.718815,-73.793274,"(40.718815, -73.793274)","GRAND CENTRAL PKWY",NA,NA,0,1,0,0,0,0,0,1,"Following Too Closely","Unspecified",NA,NA,NA,3961007,"Motorcycle","Station Wagon/Sport Utility Vehicle",NA,NA,NA,2018,8,14,3,226,310,"Fatal"
"62",2018-08-10,16:42:00,NA,NA,40.772415,-73.97874,"(40.772415, -73.97874)","CENTRAL PARK WEST",NA,NA,0,1,0,0,0,1,0,0,"Alcohol Involvement","Reaction to Uninvolved Vehicle",NA,NA,NA,3959009,"Garbage or Refuse","Bike",NA,NA,NA,2018,8,10,6,222,310,"Fatal"
"63",2018-08-06,00:19:00,NA,NA,40.760532,-73.753716,"(40.760532, -73.753716)","CROSS ISLAND PARKWAY",NA,NA,0,1,0,0,0,0,0,1,"Unsafe Speed","Unspecified",NA,NA,NA,3956315,"Motorcycle","Sedan",NA,NA,NA,2018,8,6,2,218,310,"Fatal"
"64",2018-08-05,20:56:00,"QUEENS","11414",40.654156,-73.838646,"(40.654156, -73.838646)","CROSS BAY BOULEVARD","162 AVENUE",NA,4,1,0,0,0,0,4,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3956141,"Sedan","Motorcycle",NA,NA,NA,2018,8,5,1,217,310,"Fatal"
"65",2018-08-03,14:26:00,NA,NA,40.85482,-73.9112,"(40.85482, -73.9112)","UNIVERSITY AVENUE","WEST BURNSIDE AVENUE",NA,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,3953279,"Motorcycle","Sedan",NA,NA,NA,2018,8,3,6,215,310,"Fatal"
"66",2018-08-02,11:29:00,"QUEENS","11421",40.69366,-73.85217,"(40.69366, -73.85217)","JAMAICA AVENUE","WOODHAVEN BOULEVARD",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3954017,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,8,2,5,214,310,"Fatal"
"67",2018-08-01,12:04:00,NA,NA,40.57951,-73.83811,"(40.57951, -73.83811)","ROCKAWAY BEACH BOULEVARD",NA,NA,0,1,0,1,0,0,0,0,"Turning Improperly","Unspecified",NA,NA,NA,3956142,"Pick-up Truck","Station Wagon/Sport Utility Vehicle",NA,NA,NA,2018,8,1,4,213,310,"Fatal"
"68",2018-08-01,06:36:00,NA,NA,NA,NA,NA,"GOWANUS RAMP",NA,NA,0,1,0,0,0,0,0,1,"Tire Failure/Inadequate","Unspecified","Unspecified",NA,NA,3953563,"Garbage or Refuse","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,2018,8,1,4,213,310,"Fatal"
"69",2018-07-27,23:12:00,"BROOKLYN","11229",40.610504,-73.95767,"(40.610504, -73.95767)","AVENUE P","EAST 16 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,3949938,"Sedan",NA,NA,NA,NA,2018,7,27,6,208,310,"Fatal"
"70",2018-07-23,23:07:00,"QUEENS","11105",40.77309,-73.91108,"(40.77309, -73.91108)","35 STREET","23 AVENUE",NA,0,1,0,0,0,1,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,3947274,"Bike","Station Wagon/Sport Utility Vehicle",NA,NA,NA,2018,7,23,2,204,310,"Fatal"
"71",2018-07-21,04:38:00,"QUEENS","11385",40.705284,-73.90636,"(40.705284, -73.90636)","GATES AVENUE","WOODWARD AVENUE",NA,1,1,0,0,0,0,1,1,"Traffic Control Disregarded","Unspecified","Unspecified",NA,NA,3945367,"Motorcycle","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,2018,7,21,7,202,310,"Fatal"
"72",2018-07-19,04:39:00,NA,NA,40.793186,-73.94057,"(40.793186, -73.94057)","EAST 110 STREET",NA,NA,1,1,0,0,0,0,1,1,"Unsafe Speed",NA,NA,NA,NA,3944536,"Motorcycle",NA,NA,NA,NA,2018,7,19,5,200,310,"Fatal"
"73",2018-07-15,03:45:00,"MANHATTAN","10002",40.712486,-73.9919,"(40.712486, -73.9919)",NA,NA,"160       MADISON STREET",0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3941966,"Sedan",NA,NA,NA,NA,2018,7,15,1,196,310,"Fatal"
"74",2018-07-13,07:10:00,"BRONX","10471",40.903553,-73.905235,"(40.903553, -73.905235)",NA,NA,"5550      RIVERDALE AVENUE",1,1,0,0,0,0,1,1,"Failure to Keep Right","Failure to Keep Right",NA,NA,NA,3941474,"Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA,2018,7,13,6,194,310,"Fatal"
"75",2018-07-12,01:00:00,NA,NA,40.67505,-73.73322,"(40.67505, -73.73322)","LAURELTON PARKWAY",NA,NA,0,1,0,0,0,0,0,1,"Unsafe Lane Changing","Unsafe Speed",NA,NA,NA,3940005,"Sedan","Motorcycle",NA,NA,NA,2018,7,12,5,193,310,"Fatal"
"76",2018-07-12,01:51:00,NA,NA,40.60567,-74.030945,"(40.60567, -74.030945)","BELT PARKWAY",NA,NA,3,1,0,0,0,0,3,1,"Alcohol Involvement","Unspecified",NA,NA,NA,3939854,"Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA,2018,7,12,5,193,310,"Fatal"
"77",2018-07-11,14:31:00,"QUEENS","11692",40.589134,-73.80098,"(40.589134, -73.80098)","BEACH 73 STREET","ROCKAWAY BEACH BOULEVARD",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,3939970,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,7,11,4,192,310,"Fatal"
"78",2018-07-08,15:44:00,"BRONX","10459",40.826786,-73.890915,"(40.826786, -73.890915)","HOE AVENUE","EAST 167 STREET",NA,0,1,0,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,3936682,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,7,8,1,189,310,"Fatal"
"79",2018-07-08,02:00:00,"MANHATTAN","10027",40.810276,-73.94738,"(40.810276, -73.94738)","7 AVENUE","WEST 127 STREET",NA,0,1,0,1,0,0,0,0,"Turning Improperly",NA,NA,NA,NA,3936779,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,7,8,1,189,310,"Fatal"
"80",2018-07-06,21:45:00,"BROOKLYN","11206",40.705605,-73.94627,"(40.705605, -73.94627)","LEONARD STREET","BOERUM STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3935962,"Sedan",NA,NA,NA,NA,2018,7,6,6,187,310,"Fatal"
"81",2018-07-05,04:02:00,NA,NA,40.63145,-73.887085,"(40.63145, -73.887085)","ROCKAWAY PARKWAY",NA,NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,3935255,"Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,2018,7,5,5,186,310,"Fatal"
